text,label
കവഡ ഫണട എടതത മങങജ പടടടചചനന കടത ഇതല വലയ കലചചതയ,Fake
മതത ഉടയപപ,Fake
becaus they have brain like other but onli differ that use their accord the situat instead make cook stori tackl and act tht,Fake
gum have dum,original
ചനയട ഇപപഴതത അവസഥ എനതണ വർതതയ കൾകകനനലല,Fake
rememb nostradamu bhavishyavani about chaina,Fake
stupid it peak,original
swgadam,original
അലപതകകർകക ഇതവര കറണകക മരനന കണടപടകകൻ പററയടടലലജനങങള പടപപചച അവരട സമപതത ആരഗയവ കവർനനള ഡകടർമര ആശപതരകള എതരയ അനഭവങങൾ മനഷയർകക ഉണടകഅതനന ചനലകൾ പഠന നടതത നകക,Fake
daivam anugrahikkatt angin aavan prarthikkunnu sir ellavareyum kathu rakshikkatt,Fake
thableeq prasthanathanam katiya chetatharam yadartha musling utharavadi allaavar arrest cheyd jailil adakanamindian muslim ennum rajyath janangalud koodeyanu,Fake
total effect china peopl recov ayath ഇതൽനനന തനന മനസസലകക എനകക സശയ കറചച ദവങങളയ ഉണടയരനന റപപർടട കടടപപൾ കൺഫ ഇലലവരമ പരർഥകകക സഹഗരകകഗ മഡകകൽ പലസ ഗവൺമനറ നമമട നടനറ സരകഷ നമമൾ നകകൻ href pleas stay home,Fake
ഇതകക ഇലകഷന വരമപ എലലവര മറകക കഷടട തനന മതലള,original
ath sathiem thann alledoappo aaa vaartha aarum mindan pattul,Fake
തരയതതവർ നടട തരയ,Fake
ipppu manasilayo pothey iniyum kittum kanam rss bjp ban ellarum marikkattey enn orthkanum mothiji,Fake
edo babi thanikku naanamil kulukk kaanan irikkan,original
സപഎ പണറയകക പണകടതത,original
ഇനതയയൽ ഇതവര മരചചവരട എണണ രണട ആകസഡനറൽ മരകകനനവരട എണണതതനപപമതതയലല,Fake
adipoli avatharanam,original
kashtam,original
ഇനതയയൽ ചണക മതര ചകതസ കണട തടചച നകക ലകതത അതഭത പടതത,Fake
,original
കരളതതല കമമകൾ ചനയൽ തമസചചൽ അവർകക മനസസലക കമമയണസററ നരകതതപപററ ഇനതയയൽ സഖചച ജവകകനനതനറ കഴപപണ കമമകൾകക,Fake
thiruvathirayud puthiya vakabhetham,original
pazhaya tata oil millint wash soap,original
കമമയണസററ തരവതര,original
അവരട വലലവള സകരചച ഒരളങകല രകഷകകൻ പററമങകൽ അതലല നലലത,Fake
പകക പയൽ കവട മററ ചനതകക,Fake
എലല സതയമക പകഷ,Fake
കമമകൾ എലലവടയ മഹയ ഗരപപകളണ ചനയട കഞഞനയൻ ഇവട ടപയ വരതതയതങങനയ അലല സററകകർ ഒടടചച കറൽ വടട ഇസലമക ഗരപപകളണനന ചയതതനന വരതതകയലല ചയതത തരവഞചർ ഒററ ആളളളത കണടലല പടകകപപടടത,Fake
രകതസകഷകള സരഷടചച അമമമരട കണണർകകളങങളൽ നരടട നടതതനന മനതരക വദയ കടട നടടകര രസപപകകനന കഴച സനദര,original
എനതന അവര ഹസപററലൽ പരവശപപചചത മസജദൽ തനന പടടമയരനനലല നങങൾകക വണമങകൽ ചതതകട മററളളവര കലലണമ,Fake
കററ,original
ഭമയൽ വണട,Fake
entha cheyyukanalam class padicha mathrimaru undel ithu pole nadakkum,original
അവർ തളയകകവനന പറഞഞ അവസര കടതതലലഅലപപത ചകതസകണട മരചചവരണട പരമപരഗത മരചചവര ഭദമയ എണണവ മലബർ മനവൽ പഠചച അവതരപപചചൽ കളളയരനന വണട വർഷ ചകതസകക വരനനവർ മരകകനനവർ ആയവർ മതര കണടതതയൽ മതയയരനന,Fake
ദവസ കഴഞഞൽ എലലവർകക വടടൽ ഇരനന തരവതര കളകക,original
one day china will trumbl down,Fake
പരനത,original
there ani chanc like thi video twice,original
ഫണൽ നയസ കണനന പററപപയ ഒനന മടകകതതലല,Fake
quot ഇനന നടടൽ കറണ ഇതരയ ഷബചചടൻ കരണമയ,original
കലകല,original
വറസന നർമമകകനന ലകതത നശപപകകൻ ചനയൽ തനന പടർതതനന എതര മഹതതയ ഐഡയ wow,Fake
ലകതത അലല കരളതതൽ എനനലല,original
ഏതയല കരയ ഉറപപകകക ഉണടകകയ വയറസണ സപരഡ ആയത അറഞഞ അറയതയ സഥലങങളൽ പടരതരനനത അവർകകറയമലല വയറസനറ സവഭവ precaut എടതത,Fake
ജർജ എനതനന പടടതതര പറയണ ജഗർ കരണഭധ നടനര കണടകശന,original
pakisthanilum illa pakisthanil kooduth aaluk marikkilla china pakisthanu marunnu koduthu chinayud kaiyyil marunnum prathirodha undu ithu undakkiya viru americayeyum europineyum thakarkkan chinayil whuhanil mathram corona ullu mattu oru citiyilum ninnum akalayulla americayilum italiyilum engan ethi ath samayam whuhanu aduthulla sthalathum ethiyathum ippol maskum coronay thadukkanulla pala vidha sadhanngalum chine lokam muzhuvan export cheythu billion sampadikkunnu kurachu divasam kazhiyumpol coronakkulla kandu pidichu ennu paranju varum alreadi avid athu vittu avar sampadikkum februaryil share market crash sampadichathu avarundakkiya athinulla pidichathinu shesham mathramanu padarthiyathu,Fake
thank you for the posit news,Fake
ചകക മനതര കമമഷൻ വജയൻ,original
വജയനയ കടളകളയ മതക ആകകയൽ എപപ ഓമകരൺ വനന ചതത എനന നകകയല എനനല എനറ വജയ കരനനമർ ചയത തങങകയററ തനന നമകക ബസററ,original
they take good precautionseu and ignor who guidelinesa simpl that stop be sceptic,Fake
കലയണതതൻറ തരവതര നടതതയൽ,original
allah know the best,Fake
അലപത ഇതര വകസചചടട ഇതരയ ആളകള മരണതതന വടടകടതതടട ആരക പരതയലല,Fake
പങകടതത തരവതരയൽ ഇവര എതര ദവസ പരകടസ ചയതരകകണ സപരഭതതതല വനന ചമമ കളചചടട പകനനതലലലല പനന കണന വരനനവരടയ ബനധകകളടയ ആൾകകടട,original
എനതകക പറഞഞല നങങട തളപടതത കളള,original
കരണവനമർകക അടപപല ഞങങളട പർടട കരള പറമപ ആളകൾ,original
അമമയഅമമയകക അടപപല,original
രഷടരയകകര കലലനളള വലല വറസനയ ചനകക അമരകകകക കണടപടചചട,original
third world war belong corona matter wait and see,Fake
delta തരവതര,original
preset agenda illat paryanda karyam vasthutak noki parayunna marunadanu abhivadyang,Fake
ഇവർ പറയനനതൽ കരയമണട പരകത ചകതസയ നരകരകകരത അലപപത ചകതസ നലവൽ വരനനതനമനപ ഉണടയരനന ചകതസമർഗമണ ഇതലല കറണകക മരനനലല എനന പറയനന അതടപപ അവര ചകലസകകനളള അവകശവ അവർകക തനന വണമനന അലലപപതകകർ പറയനനത നതകണട ഇപപ അവർ പറതതറകകയ വകസൻ മനഷയർ കതതവചചല വകബധ വനന കറണ വറസ എടതതവരയ ബധകക എനനകക പറയവണങകൽ ഉപയഗ,Fake
കണണടചച ഇരടടകകരത അലപപത കഴചച മടതത ജനങങൾ ഇനയങകല മററ ഇനതയൻ ചകതസ സമപരദയങങൾകക അവസര എനതകണട അനവദചചകട സവത രജയതത പർശവഫലമലലതത വദയശഖകള അഗകരകകതത കണണപടടനമര പററ പറയൻ ലജജ തനനന shame puppi,Fake
ningal filimil varanam,original
ഇപപൾ തരവതരകകള എടതതടടണ സപഎ കടടനനത അകതതളങങളൽ മതര അരങങറയരനന സതരകളട അതമനഹരമയ ആചരനഷട നങങളമയ ബനധപപടട തരവതര നവതഥന സഖകകൾ അമമനമടനനത ഇവർകക ആചരങങളല പഴമയല തടൻ നണമലല കവഡ ഉയരമപൾ വണട കണമപൾ എനതണവ തനനനനത സഖകകൾകക,original
ammayku praana vedana makkalku thiruvaathirakkali,original
miss trump,Fake
വറസന തരതതമനന ഇതര ഉറപപചച പറയണമങകൽ ഉറപപയ അവർ മരനന മൻപതനന ഉണടകകയടടണട പകഷ ആനറവറസ വപണയൽ ഇറകകനനതന മൻപ തനതരപർവവ മഴവൻ എതതചചകഴഞഞഅവർകക വണടത അതയരനന വറസ അബദധതതൽ പറതതയതണനന വരതതതർതതടട ലകതതനറ ഭഗങങളലകക പരതയകചച ഇനതയയലയകക അയകകക എനനത എനത ശരയലല അവട മരചചവരട എണണമകക അവടതത സർകകർ പറയനന കണകകണ ഉളളതണ അലലയ എനനനന നമകക മററരരജയകകർകക നരടട അറവലല ഓർകകണ,Fake
സതരകൾകകലല covid test നടതതണ,original
keralam odipoku,original
എലലവർകക ഇപപ ഇങങന സശയങങൾ ഉണട അവർകക മപപ കടകകരത,Fake
